0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.000279173646008,0.0,0.0,0.000837520938023,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,1.0
0.000591016548463,0.0,0.0,0.0,0.00177304964539,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0
0.0,0.0,0.0,0.0,0.0048309178744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.000794281175536,0.0,0.0,0.000794281175536,0.000794281175536,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.00151171579743,0.000755857898715,0.0,0.000755857898715,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0
0.0,0.000532765050613,0.0,0.000266382525306,0.00479488545551,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0
0.0,0.0,0.0,0.0,0.00184842883549,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.000700280112045,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0
0.0,0.000724112961622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.000288850375505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.00102145045965,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
0.000301659125189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0
0.0,0.000753012048193,0.0,0.0,0.000753012048193,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
